Estimate ID,Estimate Date,Estimate Number,Status,Customer ID,Due Date,Sub Total (BCY),Total (BCY),Adjustment (BCY),Sales Person ID,Last Modified Time,Created Time,Discount (%),Purchase Order#,Currency Code,Exchange Rate,CRM Reference ID
4198696000033523039,03 Nov 2025,EST-000558,invoiced,4198696000024831511,20 Nov 2025,"CRC 19,168.00",CRC 21.66K,CRC 0.00,4198696000007629241,2025-11-03 12:37:07,2025-11-03 11:35:32,CRC 0.00,,CRC,CRC 1.00,
4198696000033499041,03 Nov 2025,EST-000559,draft,4198696000033522367,09 Nov 2025,"CRC 304,159.29",CRC 343.70K,CRC 0.00,4198696000028230165,2025-11-03 11:39:50,2025-11-03 11:39:50,CRC 0.00,,CRC,CRC 1.00,
4198696000033523069,03 Nov 2025,EST-000561,invoiced,4198696000004906866,27 Nov 2025,"CRC 20,273.00",CRC 22.91K,CRC 0.00,4198696000007629241,2025-11-03 12:57:10,2025-11-03 12:09:39,CRC 0.00,,CRC,CRC 1.00,
4198696000033523054,03 Nov 2025,EST-000560,draft,4198696000010747890,26 Nov 2025,"CRC 24,601.76",CRC 27.80K,CRC 0.00,4198696000007629241,2025-11-03 12:08:35,2025-11-03 12:08:35,CRC 0.00,,CRC,CRC 1.00,
4198696000033523283,03 Nov 2025,EST-000562,invoiced,4198696000013326508,27 Nov 2025,"CRC 37,860.00",CRC 42.78K,CRC 0.00,4198696000007629241,2025-11-04 14:39:42,2025-11-03 17:20:25,CRC 0.00,,CRC,CRC 1.00,
4198696000033523442,04 Nov 2025,EST-000565,invoiced,4198696000019681567,29 Nov 2025,"CRC 13,584.07",CRC 15.35K,CRC 0.00,4198696000007629241,2025-11-04 17:04:20,2025-11-04 16:52:13,CRC 0.00,,CRC,CRC 1.00,
4198696000033523400,04 Nov 2025,EST-000563,invoiced,4198696000027913767,20 Nov 2025,"CRC 13,841.00",CRC 15.64K,CRC 0.00,4198696000007629241,2025-11-04 16:58:58,2025-11-04 16:09:40,CRC 0.00,,CRC,CRC 1.00,
4198696000033523415,04 Nov 2025,EST-000564,invoiced,4198696000004906866,20 Nov 2025,"CRC 46,000.00",CRC 51.98K,CRC 0.00,4198696000007629241,2025-11-05 10:47:00,2025-11-04 16:18:48,CRC 0.00,,CRC,CRC 1.00,
4198696000033523702,05 Nov 2025,EST-000566,invoiced,4198696000020935201,27 Nov 2025,"CRC 22,279.00",CRC 25.18K,CRC 0.00,4198696000007629241,2025-11-05 13:27:11,2025-11-05 12:47:32,CRC 0.00,,CRC,CRC 1.00,
4198696000033523717,05 Nov 2025,EST-000567,invoiced,4198696000033588443,18 Nov 2025,"CRC 108,246.00",CRC 122.32K,CRC 0.00,4198696000007629241,2025-11-05 16:47:05,2025-11-05 13:05:42,CRC 0.00,,CRC,CRC 1.00,
4198696000033523898,06 Nov 2025,EST-000569,invoiced,4198696000034088017,26 Nov 2025,"CRC 29,292.04",CRC 33.10K,CRC 0.00,4198696000007629241,2025-11-06 09:53:38,2025-11-06 09:10:22,CRC 0.00,,CRC,CRC 1.00,
4198696000033523969,06 Nov 2025,EST-000570,invoiced,4198696000034088045,20 Nov 2025,"CRC 52,389.38",CRC 59.20K,CRC 0.00,4198696000007629241,2025-11-06 12:13:53,2025-11-06 10:01:56,CRC 0.00,,CRC,CRC 1.00,
4198696000034093111,06 Nov 2025,EST-000571,invoiced,4198696000032363695,22 Nov 2025,"CRC 44,070.80",CRC 49.80K,CRC 0.00,4198696000007629241,2025-11-06 16:31:57,2025-11-06 14:13:51,CRC 0.00,,CRC,CRC 1.00,
4198696000034289028,07 Nov 2025,EST-000572,draft,4198696000003454696,21 Nov 2025,"CRC 157,944.00",CRC 178.48K,CRC 0.00,4198696000007629241,2025-11-07 11:14:26,2025-11-07 10:27:50,CRC 0.00,,CRC,CRC 1.00,
4198696000033521454,03 Nov 2025,EST-000568,invoiced,4198696000019220001,10 Nov 2025,"CRC 126,725.68",CRC 143.20K,CRC 0.00,4198696000028230211,2025-11-07 16:23:49,2025-11-05 15:52:10,CRC 0.00,,CRC,CRC 1.00,
