Supplier Code,Manufacturer,SKU,Item Name,Quantity Available,Quantity Used,Stock Sales Ratio
G349184,Renapa S.A.,522-0060,COMPENSADOR HYUNDAI ELANTRA 11- KIA RIO 11- VELOSTER B/B R/L TRAS,0.00,2.00,0
G349212,Renapa S.A.,522-0126,COMPENSADOR NISSAN VERSA 13- SENTRA TRAS,0.00,2.00,0
G441085,Renapa S.A.,522-0102,COMPENSADOR MITSUBISHI LANCER 92-02 COLT SUMMIT MIRAGE -97 R/L,0.00,2.00,0
G443189,Renapa S.A.,522-0114,COMPENSADOR MITSUBISHI MONTL200/GALL 2066 P/C HILUX 2W 85-06 444221 K2700,0.00,2.00,0
G54661-B4150,Renapa S.A.,522-0069,COMPENSADOR HYUNDAI GRAND i10 RH 16-,0.00,1.00,0
WP900066A/GWN-89A/21010-ED025/B1010-ED00A,Renapa S.A.,521-0021,BOMBA DE AGUA NISSAN TIIDA 1.5 1.6 07- RENAULT MEGANE 1.4 09,0.00,1.00,0
WP900066A/GWN-89A/21010-ED025/B1010-ED00A,Renapa S.A.,521-0020,BOMBA DE AGUA NISSAN TIIDA 07-MARCH NOTE  QASHQAI NV200 10-,0.00,1.00,0
WP900084,Renapa S.A.,521-0042,BOMBA DE AGUA TOYOTA YARIS 1NZ 2NZ 99-17 PRIUS 1.5 00-,0.00,1.00,0
WP900392/GWM-51A/MD973025/MD978743/MD978764,Renapa S.A.,521-0016,BOMBA DE AGUA MITSUBISHI MONTERO 6G72 3.0 24V 95-,0.00,1.00,0
6205,Renapa S.A.,528-0076,6205-2RSC3GSP ROL 62052RSC3,3.00,1.00,39.130434782608695
G9128006,Renapa S.A.,528-0056,ROL BOCINA TRASERO MITSUBISHI MIRAGE 15- DODGE ATTITUD S/ABS,0.00,2.00,0
G9137005,Renapa S.A.,528-0028,ROL BOCINA DELANTERO NISSAN PLATINA 02-10 VERSA 12 - KICKS RENAUCLIO-09,0.00,2.00,0
G9140021,Renapa S.A.,528-0046,ROL BOCINA DELANTERO TOYOTA YARIS 06-13 C/ABS 40BWD17D,0.00,2.00,0
G9143008,Renapa S.A.,528-0023,ROL BOCINA DELANTERO MITSUBISHI OUTLANDER 07-CITROEN JEEP COMPAS,0.00,2.00,0
G9151002,Renapa S.A.,528-0007,ROL BOCINA DELANTERO HONDA CRV 07-20 ODYS 03 -10 ABS,0.00,2.00,0
G9227001K/43200-0M000/43202-0M000/43202-0M001/43202-4B000/43202-4B010/43202-50Y00/43202-50Y01/43202-50Y02,Renapa S.A.,518-0509,BOCINA TRASERA NISSAN SENTRA B13 B14 C/COPA,0.00,2.00,0
G9230049/42200-S5A-008,Renapa S.A.,518-0513,BOCINA TRASERO HONDA CIVIC 99-06 HATCHB 1.4 SEDAN 1.6 C/ABS,1.00,1.00,13.043478260869566
G9249004/42460-60030/42460-0C010/42460-0C011,Renapa S.A.,518-0522,BOCINA TRASERO TOYOTA LAND C PRADO 08- LH,0.00,2.00,0
G9330009/51720-2B000/51720-2B010/51750-2B000/51750-2B010/51750-3J000/51750-C1000/51750-C1100,Renapa S.A.,518-0540,BOCINA DELANTERO HYUNDAI TUCSON 19- SANTA FE ELANTRA KIASPORTAGE,0.00,2.00,0
G9400007/42410-52020/42410-52021/42410-0D010/42410-0D030/42410-0D011,Renapa S.A.,518-0543,BOCINA TRASERO TOYOTA YARIS 99-06 S/ABS 2Y4P 1Y2NZ,0.00,2.00,0
G9400083/42200-SNA-951/42200-TT1-A01/42200-SNA-952/42200-SNA-A51/42200-SNA-A52,Renapa S.A.,518-0549,BOCINA TRASERO HONDA CIVIC 06-11 EX Si ACURA C/ABS,0.00,2.00,0
G9425002/51750-25000/51750-25001,Renapa S.A.,518-0577,BOCINA DELANTERO HYUNDAI ACCENT 00-10,0.00,2.00,0
GK3220,Renapa S.A.,528-0059,ROL BOCINA TRASERO SUZUKI SIDEKICK TRACKER 88-98,1.00,1.00,13.043478260869566
GK7469,Renapa S.A.,528-0006,ROL BOCINA DELANTERO HONDA CIVIC 06-12,0.00,2.00,0
GK7526,Renapa S.A.,528-0032,ROL BOCINA DELANTERO SUZUKI DZIRE 12-  CIAZ AERIO BALENO SWIFT C/ABS,0.00,2.00,0
GK7536,Renapa S.A.,528-0024,ROL BOCINA DELANTERO MAZDA 3 MAZDA 5 05-11 MAZDA 6 GK6972 9124012,0.00,2.00,0
G802163,Renapa S.A.,520-0110,PUNTA DE EJE TOYOTA COROLLA ALTEZZA DEL 26x30x58 externa,0.00,4.00,0
G824048,Renapa S.A.,520-0052,PUNTA DE EJE HYUNDAI TUCSON 4X2 C/ABS 08-10 27x23x62.2 externa,0.00,4.00,0
G824296/49501-2W350/49501-2W650/,Renapa S.A.,520-0041,PUNTA DE EJE HYUNDAI SANTA FE 12-15 TUCSON 15- 30x25x54 externa,0.00,4.00,0
G827072,Renapa S.A.,520-0056,PUNTA DE EJE KIA PICANTO 04-08 C/ABS 24x20x52.5 externa,0.00,4.00,0
G827107,Renapa S.A.,520-0058,PUNTA DE EJE KIA PICANTO1.1 HYUNDAI i10 05- S/ABS NO 24x20x52.5 externa,0.00,4.00,0
G827115,Renapa S.A.,520-0059,PUNTA DE EJE KIA RIO 11- 25x20x52.6 externa,2.00,2.00,13.953488372093023
G841087,Renapa S.A.,520-0075,PUNTA DE EJE NISSAN SENTRA B13 91- SR20 1.8 25x25x55 externa,3.00,1.00,39.130434782608695
G841423,Renapa S.A.,520-0068,"PUNTA DE EJE MITSUBISHI MIRAGE 1.2 1,0 ACCENT 12- TM ATTITUD R/L SPACE STAR 24x29x47 externa",0.00,4.00,0
G859001,Renapa S.A.,520-0133,PUNTA DE EJE TOYOTA RAV4 D/M CE90 -92 SV 26x24x56 externa,2.00,2.00,13.953488372093023
G859120,Renapa S.A.,520-0134,PUNTA DE EJE TOYOTA RAV4 D/M CE90 -92 SV C/ABS 26x24x56 externa,3.00,1.00,39.130434782608695
G859428,Renapa S.A.,520-0102,PUNTA DE EJE TOYOTA COROLLA 08- C/ABS 26x32x58 externa,0.00,4.00,0
G514219/93193105/41710-51K00/41710-57K00/41710-62J10/41710-57K10/41710-M83K00,Renapa S.A.,519-0036,GALLETA COMPENSADOR SUZUKI SWIFT 04-17 DELANTERA,0.00,2.00,0
G530013S/54610-2S100/54610-2Y000/54610-2Y100/54610-2Y500/54612-3R000/54612-3W000/,Renapa S.A.,519-0021,GALLETA COMPENSADOR HYUNDAI TUCSON SANTA FE 12-18 DELANTERA,0.00,2.00,0
G533724S/48619-52040/48609-0D120/48609-0D150/486090D140,Renapa S.A.,519-0048,GALLETA COMPENSADOR TOYOTA YARIS 06- ETIOS 14-18 DELANTERA C/ROLL,0.00,2.00,0
G531524S/55320-50Y12,Renapa S.A.,519-0028,GALLETA COMPENSADOR NISSAN B13 91-05 TRASERA,0.00,2.00,0
M669207,RYATMA,800-060,AUTOMATICO LUCAS 12V LAND ROVER M50 TAPA ALTA,0.00,1.00,0
31922-2B900,ARH,3-161,"FILTRO COMBUSTIBLE DIESEL IX55 09- 3,0 SANTA FE 2,2 06- TUCSON 04-10 KIA KARENS 06-RIO S",0.00,1.00,0
ZB56TA-82 90916-03093,IMPORTACIONES SOL DE KOBE S.A,526-0017,TERMOSTATO 90916-030931JZ/2JZ/3RZ/1NZ/2NZ,0.00,2.00,0
ZB60TA-82 90916-03118,IMPORTACIONES SOL DE KOBE S.A,526-0019,TERMOSTATO TY 1KDFTV/2KDFTV,1.00,1.00,13.043478260869566
54500-SRB0C,ARH,800-072,TIJERETA RH NISSAN KICKS 17--,0.00,1.00,0
ATK1022 2550022250,IMPORTACIONES SOL DE KOBE S.A,526-0004,TERMOSTATO ACCENT 1.5 00-,1.00,1.00,13.043478260869566
KG-11115-54020 11115-54020,IMPORTACIONES SOL DE KOBE S.A,527-0002,EMPAQUE CABEZOTE TOYOTA 2L-T,0.00,2.00,0
KG-11400-71810 11400-71810,IMPORTACIONES SOL DE KOBE S.A,527-0003,SET DE EMPAQUES SUZUKI G16A 16 VLV. S/SELLO DE BUJIA,0.00,3.00,0
TH-11115-16130 11115-16130,IMPORTACIONES SOL DE KOBE S.A,527-0011,EMPAQUE CABEZOTE TOYOTA 4AFE 92-,0.00,3.00,0
TH-20910-22A00 20910-22A00,IMPORTACIONES SOL DE KOBE S.A,527-0013,SET DE EMPAQUES G4EK ACCENT 1500 ASBESTO,1.00,1.00,13.043478260869566
THR-5111 MD979393,IMPORTACIONES SOL DE KOBE S.A,527-0023,SET EMPAQUES TAPA VALVULAS 4G64 16VLV MONTERO SPORT,2.00,1.00,26.086956521739133
82660-22000N-ONU,VAZLO,800-074,MANILLA EXTERNA DELANTERA DERECHA ACCENT 94-99 (NEGRA),0.00,1.00,0
12070,Rafael Pinto & CO S.A. (PROLUSA),503-016,FLOSSER BOMBILLO H7 12V 80W PX26D,3.00,1.00,39.130434782608695
3947H,VAZLO,800-088,SOPORTE DE MOTOR DERECHO MAZDA 2 1.5 2011-2016,0.00,1.00,0
N11101,KINSEI,800-083,BULBO ACEITE KS-53 TOYOTA T/PLANO PS-131 - 83,0.00,1.00,0
G332080,Renapa S.A.,522-0051,COMPENSADOR HYUNDAI ACCENT 94-96 RH TRAS,0.00,1.00,0
3588H,Vazlo Costa Rica Sociedad Anonima,512-261,SOPORTE MOTOR DERECHO MARCH 1.6 2012-2023 /VERSA 1.6 2012-2019 JP2466,0.00,1.00,0
D242C/04465-12240,Renapa S.A.,509-0158,PASTILLA FRENO CERAMICA TOYOTA COROLLA 87 TERCEL,0.00,1.00,0
82660-22000N-ONU,VAZLO,800-074,MANILLA EXTERNA DELANTERA DERECHA ACCENT 94-99 (NEGRA),0.00,1.00,0
D242C/04465-12240,Renapa S.A.,509-0158,PASTILLA FRENO CERAMICA TOYOTA COROLLA 87 TERCEL,0.00,1.00,0
58510-25000/BPF,RENAPA,509-2037,BOMBA PRINCIPAL FRENO HYU ACCENT VERNA 1.5 1.3 00-05 7/8,0.00,1.00,0
F003-27-238N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0130,RETENEDOR SALIDA  CAJA MZ.626/323/HYUNDAI ACCENT/ATOS(35x56x9/15)NJ452,0.00,1.00,0
4162A219SH,EVER WINNING,800-102,AMORTIGUADOR MIT MIRAGE G4 12-21 TRAS (CHASIS A03A) R/L P/B,0.00,2.00,0
G9425001,RENAPA,800-108,ROLL BOCINA DELANTERA HY ACCENT 94-99 EXCEL ELANTRA 4T,0.00,1.00,0
90919-02244,AUTO REPUESTOS BIANCHI S.A,800-116,BOBINA ORIGINAL TY RAV4 01-- 90919-02266 UF-333 90919-02243,0.00,4.00,0
MD309756,REMUSA,800-119,BOMBA AGUA MITSUBISHI LANCER 4G92,0.00,1.00,0
D1543C/58101 A6A02/ 581011RA10,Renapa S.A.,509-0130,PASTILLA FRENO CERAMICA HYUNDAI ELANTRA VELOSTER ACCENT 10- BLUE KIA RIO DELANTERAS,0.00,1.00,0
31922-2B900,ARH,3-161,"FILTRO COMBUSTIBLE DIESEL IX55 09- 3,0 SANTA FE 2,2 06- TUCSON 04-10 KIA KARENS 06-RIO S",0.00,1.00,0
33400-51K60/33400-51K80,REPUESTOS BIANCHI,529-019,BOBINA DE IGNICIÓN SUZUKI ALTO (09-15) 1.0L / SUZUKI SX4-GRAND VITARA ERTIGA 1.6L UF-634 33400-85K20 33400-51K20  33400-51K60 33400-M68K20 3PIN UF634,0.00,4.00,0
39210-237,REPUESTOS BIANCHI,529-047,SENSOR DE OXÍGENO ELANTRA 2L 03-09 KIA SPECTRA 03-09 2L39210-23900  234-5430  250-25012 5L,0.00,1.00,0
F11152,KINSEI,524-1000,RET NJ-360 TRAS CIG 2Y 3Y -4Y -3E-5E TERIOS - 80X100X,0.00,1.00,0
CAF9110PT,JSM,530-3022,FILTRO CABINA TOYOTA YARIS ETIOS 1.3 1.5 09-17,0.00,1.00,0
240563,CAPRIS,130-047,NGK RC-IE44 CABLES PARA BUJIAS ISUZU 2300 Y 2600,0.00,1.00,0
LA01-34-300A,BIANCHI,800-127,TIJERETRA INF MAZDA MPV 2WD 89-93,0.00,2.00,0
333432G,BRIGO,800-128,AMORT SUZUKI AERIO 05-08 DEL LH C/ROT G *(BALENO/STEEM 95-02 DEL),0.00,1.00,0
22204-22010,REMUSA,800-129,SENSOR FLUJO AIRE YARIS ECHO 1.5 1NZ 22204-0D030 245-1095 //22680-AA310 1X43-12B579-AB MAS0313 MAF/MAS 0188/TOYOTA,0.00,1.00,0
D51072,KINSEI,800-134,CABLE VELOC 83710-12260 LRG EE80/EE90 - 84 CN,0.00,1.00,0
01-1590-003  RH,Ningbo Sunshine Auto Parts Co,245-730,FOCO TRASERO (STOP) RH TOYOTA HILUX REVO VIGO 2015- .,0.00,1.00,0
T41619,,800-138,CABLE CAMBIO DE CAJA ACCENT 06-10,0.00,1.00,0
F12021,,800-144,NJ-062 EJE DLNT.RN/LN/BJ4/BJ60 - 62x85x10-90311-,0.00,2.00,0
71874G,,800-147,AMORTIGUADOR HONDA ACCORD 90-97 DELANTERO RH G SILVINES FIJOS (341171),0.00,1.00,0
M21151,,800-151,YD109A TAPA 1/2/3Y/20R/KP60 C/PRENSA - 19101-7,0.00,2.00,0
240153,,800-160,NGK BPR6ES BUJIA AISLADOR PROYECTADO SUPER 14X19X20.8MM (VER 941921),0.00,4.00,0
1109.Y16956216255502,ARH DE ALAJUELA S.A.,3-144,"FILTRO ACEITE. CITROEN 00- 1,6  MAZDA 2 SUZUKI SX4 06-15 PEUGEOT 05- FME-157",0.00,3.00,0
D1592SM/D1060-1HL0B,Renapa S.A.,509-0031,PASTILLA FRENO SEMI METALICA NISSAN VERSA MARCH TIIDA SEDAN 11-,0.00,3.00,0
G332080,Renapa S.A.,522-0051,COMPENSADOR HYUNDAI ACCENT 94-96 RH TRAS,1.00,1.00,13.043478260869566
234-1000,REPUESTOS BIANCHI,529-001,SENSOR OXÍGENO  DE 1 LINEA UNIVERSAL,0.00,1.00,0
234-2000,REPUESTOS BIANCHI,529-002,SENSOR DE OXÍGENO 2 LINEAS UNIVERSAL 21001,0.00,1.00,0
39210-22620,REPUESTOS BIANCHI,529-048,SENSOR OXÍGENO HYUNDAI VERNA 234-4851 250-24349 10 OMZ 39210-23750,0.00,1.00,0
22448-00QAA,REPUESTOS BIANCHI,529-031,BOBINA DE IGNICIÓN PLATINA RENAULD CLIO UF-653,0.00,4.00,0
89467-42020,REPUESTOS BIANCHI,529-037,SENSOR DE OXÍGENO TOYOTA RAV4 1AZFE 2L B2S1  R/H 89467-42020 15217  - 234-9021 13540 234-9028,0.00,1.00,0
90919-T2010,REPUESTOS BIANCHI,529-018,BOBINA DE IGNICIÓN TOYOTA CAMRY-HIGLANDER-SIENNA,0.00,4.00,0
KSL4745,,800-166,ROT ESTAB NS SENTRA B11 B12 B13 B15 TRAS,0.00,1.00,0
178439,,800-171,"KASHIMA 1438 S638 PLUS ZAPATA PARA FRENOS SEMIMETALICA NISSAN SENTRA B13 1.6L, 2L 91-94",0.00,1.00,0
K54501-0X000,,800-175,TIJERETA HY i10 07-14 RH,0.00,1.00,0
G9329036,,800-177,ROLL BOC DEL NS NP300 16-4X4 C/ABS D23 X60A,0.00,2.00,0
K54501-0X000,,800-175,TIJERETA HY i10 07-14 RH,0.00,1.00,0
33400-51K60/33400-51K80,REPUESTOS BIANCHI,529-019,BOBINA DE IGNICIÓN SUZUKI ALTO (09-15) 1.0L / SUZUKI SX4-GRAND VITARA ERTIGA 1.6L UF-634 33400-85K20 33400-51K20  33400-51K60 33400-M68K20 3PIN UF634,0.00,4.00,0
90919-02244,REPUESTOS BIANCHI,529-052,BOBINA ORIGINAL TOYOTA RAV4 01-- 90919-02266 UF-333 90919-02243,0.00,4.00,0
240433,Capris S.A.,130-033,NGK LZKAR6AP-11 BUJÍA PLATINUM PARA NISSAN MARCH Y VERSA HEX.14MM ROSCA 12X26.5MM VT 5.0,0.00,4.00,0
MD351292 AS,,800-182,EMPAQUE CABEZOTE MIT 4G13 1300/16V 98 GRAFITO,0.00,1.00,0
KG-11115-54020 11115-54020,IMPORTACIONES SOL DE KOBE S.A,527-0002,EMPAQUE CABEZOTE TOYOTA 2L-T,0.00,2.00,0
TH-11115-16130 11115-16130,IMPORTACIONES SOL DE KOBE S.A,527-0011,EMPAQUE CABEZOTE TOYOTA 4AFE 92-,2.00,1.00,26.086956521739133
G9137005,Renapa S.A.,528-0028,ROL BOCINA DELANTERO NISSAN PLATINA 02-10 VERSA 12 - KICKS RENAUCLIO-09,0.00,2.00,0
G841423,Renapa S.A.,520-0068,"PUNTA DE EJE MITSUBISHI MIRAGE 1.2 1,0 ACCENT 12- TM ATTITUD R/L SPACE STAR 24x29x47 externa",0.00,4.00,0
GJ21-26-610/   GJ21-26-610/BAF / B21H26610A,Renapa S.A.,509-2591,BOMBA AUX FRENO MAZDA 323 626 KIA SEPHIA SPECTRA 90-96 R/L 11/16,0.00,1.00,0
G3340122,Renapa S.A.,522-0074,COMPENSADOR HYUNDAI SANTA FE 09-11 KIA SORENTO 10-15 DEL LH,0.00,1.00,0
G9140028,Renapa S.A.,528-0027,ROL BOCINA DELANTERO NISSAN B15 00-05 SUZUKI XL7 00-06 MITSUBISHI LAN MIRAGE 00-05,0.00,2.00,0
D1852SM/DAY4-33-28-ZA,Renapa S.A.,509-0042,PASTILLA FRENO SEMI METALICA NISSAN KICKS 17- MZ2 15- TOYOTA YARIS ia 17-,0.00,2.00,0
F11228,,800-190,NJ-285 ARBOL LEVA B11/2/3 VG30 VG33E - 34x48x8- 13042-D0100,0.00,2.00,0
BR31440/43512 42 050,Renapa S.A.,509-1035,DISCO FRENO TOYOTA DELANTERO RAV4 06-10 SCION XB -10 LEXUS HS,0.00,2.00,0
58330-4H000/   58330-4H000/BAF,Renapa S.A.,509-2580,BOMBA AUX FRENO HYUNDAI H1 2.5 07-17 R/L 7/8,2.00,2.00,13.953488372093023
6211828690/22200-PM7-L01/22300-PM7-L00/22810-PL3-005,Renapa S.A.,510-025,CLUTCH KIT HONDA CIVIC D15 D16 1.6 4C 90- (3),0.00,1.00,0
G341311,Renapa S.A.,522-0010,COMPENSADOR HONDA CIVIC 01-02 R/L TRAS,0.00,1.00,0
G341311,Renapa S.A.,522-0010,COMPENSADOR HONDA CIVIC 01-02 R/L TRAS,0.00,1.00,0
G341311,Renapa S.A.,522-0010,COMPENSADOR HONDA CIVIC 01-02 R/L TRAS,0.00,2.00,0
WP900084,Renapa S.A.,521-0042,BOMBA DE AGUA TOYOTA YARIS 1NZ 2NZ 99-17 PRIUS 1.5 00-,0.00,1.00,0
G54661-B4150,Renapa S.A.,522-0069,COMPENSADOR HYUNDAI GRAND i10 RH 16-,0.00,1.00,0
0580454138N-BOS,,800-217,BOMBA GASOLINA INTERNA DELGADA ALTO CAUDAL (150LT7H A 44 PSI) ALEMANA C/CONECTORC/FILTRO.,0.00,1.00,0
39210-04000,,800-220,SENSOR DE OXIGENO HYUNDAI I10 KIA PICANTO,0.00,1.00,0
60-156,Vazlo Costa Rica Sociedad Anonima,72-4002,ROTULA DIRECCION LH NISSAN TIIDA 2006-2018,0.00,1.00,0
G341311,Renapa S.A.,522-0010,COMPENSADOR HONDA CIVIC 01-02 R/L TRAS,0.00,5.00,0
51712-0X700,RENAPA,509-1050,DISCO FRENO HY DELANTERO GRAND i10 08- KIA PICANTO 04-,0.00,4.00,0
G3340122,Renapa S.A.,522-0074,COMPENSADOR HYUNDAI SANTA FE 09-11 KIA SORENTO 10-15 DEL LH,0.00,2.00,0
G333390,Renapa S.A.,522-0124,COMPENSADOR NISSAN TIIDA 05-17 VERSA DEL RH,0.00,2.00,0
04111-11050N-POS,,800-237,JUEGO EMPAQUE DE MOTOR TOYOTA TERCEL 1.5 SOHC 3E 90-94 (GRAPHITE),0.00,1.00,0
TTK-117,,800-233,KIT DISTRIBUCION TOYOTA 2RZ-FE,0.00,1.00,0
45046-49095,,800-240,ROTULA DIRECCION EXTERNA  RH TOYOTA RAV4 01-05 SE3921R,0.00,1.00,0
3820,,800-242,SOPORTE MOTOR IZQUIERDO TOYOTA RAV4 2001-2003 2.0,0.00,1.00,0
45046-49095,,800-240,ROTULA DIRECCION EXTERNA  RH TOYOTA RAV4 01-05 SE3921R,0.00,1.00,0
04111-75031N-NGC,,800-244,JUEGO EMPAQUE MOTOR TOYOTA HILUX/HIACE 2.4 DOHC 2RZ 93 - (GRAPHITE),0.00,1.00,0
F003-27-238N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0130,RETENEDOR SALIDA  CAJA MZ.626/323/HYUNDAI ACCENT/ATOS(35x56x9/15)NJ452,0.00,4.00,0
31922-2B900,ARH,3-161,"FILTRO COMBUSTIBLE DIESEL IX55 09- 3,0 SANTA FE 2,2 06- TUCSON 04-10 KIA KARENS 06-RIO S",4.00,2.00,27.906976744186046
97133-2E200,REPUESTOS BARRIO SAN JOSE DE ALAJUELA SOCIEDAD ANONIMA,3-29,FILTRO AIRE CABINA SAF-L-5700 CF10709 CAF1820P TUCSON CABINAENT BLUE I40 RIO SPORTAGE,0.00,4.00,0
PH2827T 15208-55Y00 15208-55Y0A 1520855Y00 1520855Y0A PH2827 PH2951 254-506 800-627 530-0033 254-507,JSM Unity Costa Rica Sociedad Anonima,530-0033,FILTRO ACEITE ENROSCABLE INFINITI (90-97) NISSAN/DATSUN (72-99) SUBARU (82-94) NISSAN 15208-H8916,0.00,1.00,0
517320,,800-253,KO-350 HULE ESTABILIZADOR TRASERO HYUNDAI TUCSON 05-10 KIA SPORTAGE 04-10 KO-323,0.00,2.00,0
G781467,Renapa S.A.,164-500,BOTA EJE NISSAN D21 86-97 INT TREBOL PATHFINDER 86-05,0.00,2.00,0
G780128,Renapa S.A.,164-501,BOTA EJE NISSAN D21 86-97 PATHFINDER 86-05 4X4 FRONTIER,0.00,2.00,0
G9230014K,Renapa S.A.,518-0607,BOCINA TRASERO HONDA CIVIC 88- ACCORD 86-89 30 mmINTEG 90-93 FWD,0.00,1.00,0
258006027,,800-259,250-24178 234-4488 0258006027 258006027 SENSOR DE OXIGENO PEUGEOT 206,0.00,1.00,0
517320,,800-253,KO-350 HULE ESTABILIZADOR TRASERO HYUNDAI TUCSON 05-10 KIA SPORTAGE 04-10 KO-323,0.00,2.00,0
52390-SR3-000,NAVEMAR,517-3000,JP1574 BARRA TENSION TRASERA RH SUPERIOR HONDA CIVIC 88-00,0.00,1.00,0
1S7Z6B288AA,,800-262,SENSOR POSICION ARBOL DE LEVAS MAZDA 3/5 1999-2010,0.00,1.00,0
4508H,,800-265,SOPORTE MOTOR RH SUZUKI SWIFT 1.4 12-16,0.00,1.00,0
48820-0R010,,800-272,ROTULA ESTABILIZADORA DELANTERA TOYOTA RAV4 06-16 CON ROL,0.00,2.00,0
T43685,,800-274,CABLE FRENO MANO LH ELANTRA 00- - 59760-2D014923199009900,0.00,1.00,0
S-849,IMPORTADORA BRIGO INTERNACIONAL S.A.,535-0004,CONECTOR BOBINA TOYOTA YARIS/RAV4/COROLLA/TERIOS 1.5 4L,0.00,2.00,0
G9138025,,800-282,ROLL BOC DEL TY TERCEL 88-99 PASEO,0.00,1.00,0
22144-3B000N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0004,RETENEDOR  ARBOL LEVAS TUC/ELA/EXC/VER/SAN2.4/ACC/PIC1.1/MIT6G72-6G74/4G18/4G13(35x50x8)NJ242,0.00,2.00,0
G533724S/48619-52040/48609-0D120/48609-0D150/486090D140,Renapa S.A.,519-0048,GALLETA COMPENSADOR TOYOTA YARIS 06- ETIOS 14-18 DELANTERA C/ROLL,0.00,2.00,0
WP900392/GWM-51A/MD973025/MD978743/MD978764,Renapa S.A.,521-0016,BOMBA DE AGUA MITSUBISHI MONTERO 6G72 3.0 24V 95-,0.00,1.00,0
G54661-B4150,Renapa S.A.,522-0069,COMPENSADOR HYUNDAI GRAND i10 RH 16-,0.00,2.00,0
G9128006,Renapa S.A.,528-0056,ROL BOCINA TRASERO MITSUBISHI MIRAGE 15- DODGE ATTITUD S/ABS,0.00,2.00,0
22630-0M200,REPUESTOS BIANCHI,529-066,SENSOR COOLANT 211-1031 TX78 SENTRA B14 B15,0.00,1.00,0
40206-JR70BS,Renapa S.A.,509-1056,DISCO FRENO DELANTERO NISSAN FRONTIER NAVARA NP300 05-19 4X4 4X2,0.00,1.00,0
AF-457- CN,Importaciones RE RE S.A.,505-019,ABRO DESODORANTE CARRO NUEVO,0.00,12.00,0
D1184SM/04465-52200,Renapa S.A.,509-0007,PASTILLA FRENO SEMI METALICA TOYOTA YARIS 06- GREET WALL C30 SEDAN TAX,0.00,1.00,0
90919-T2010,REPUESTOS BIANCHI,529-018,BOBINA DE IGNICIÓN TOYOTA CAMRY-HIGLANDER-SIENNA,0.00,3.00,0
22448-ED800,REPUESTOS BIANCHI,529-061,UF-591 BOBINA NISSAN VERSA TIIDA,0.00,4.00,0
5205,,800-306,GALLETA DELANTERA RH NISSAN PLATINA 02-10 1.6 RENAULT CLIO 1.6 02-10,0.00,2.00,0
22448-ED800,REPUESTOS BIANCHI,529-061,UF-591 BOBINA NISSAN VERSA TIIDA,0.00,1.00,0
G341397,Renapa S.A.,522-0160,"COMPENSADOR TOYOTA HILUX VIGO 04-15 PICK UP 97-06 DEL RH 5"" 4X2",1.00,1.00,13.043478260869566
G9227001K/43200-0M000/43202-0M000/43202-0M001/43202-4B000/43202-4B010/43202-50Y00/43202-50Y01/43202-50Y02,Renapa S.A.,518-0509,BOCINA TRASERA NISSAN SENTRA B13 B14 C/COPA,0.00,1.00,0
G9400007/42410-52020/42410-52021/42410-0D010/42410-0D030/42410-0D011,Renapa S.A.,518-0543,BOCINA TRASERO TOYOTA YARIS 99-06 S/ABS 2Y4P 1Y2NZ,0.00,1.00,0
60-599,,800-315,ROTULA ESTAB. DEL HONDA CRV 07-11,0.00,2.00,0
BP4L-32-280,DAILY,72-3150,"ROTULA DIRECCION EXTERNA RH. MAZ. 3. 03/13 , SE-1651R",0.00,1.00,0
G9326040/43550-0D010/43550-0D100/43550-0D110/43560-0D030,Renapa S.A.,518-0600,ROLL BOCINA DELANTERO TOYOTA ETIOS 12-LH,0.00,1.00,0
10-795,,800-326,TORNILLO ESTABILIZADOR DELANTERO FORD. MERCURY ECOSPO,0.00,2.00,0
13780-54G10,,800-328,FILTRO AIRE SUZUKI AERIO 1.5 1.8 2.0 2.3 2001-11,0.00,1.00,0
A01012,,800-341,SE-2612 ROT PEGA AL BRAZO  AUX 45048-89025,0.00,1.00,0
60-902,Vazlo Costa Rica Sociedad Anonima,512-168,BUSHING INF NISSAN PLATINA 200,0.00,2.00,0
MD303884,,800-329,"POLEA TENSORA MIT.MONTERO,SPORT,NATIVA.91/11,6G72,74,75.FAJA/ACCE, 4PK,10X22X75X21,PU207024RR1XY",0.00,1.00,0
71638/9G,,800-346,AMORTIGUADOR MIT LANCER/MIRAGE 93-97 DELANTERO R/L G EAG/DODGE COLT 333124 /333125,0.00,2.00,0
MD303884,,800-329,"POLEA TENSORA MIT.MONTERO,SPORT,NATIVA.91/11,6G72,74,75.FAJA/ACCE, 4PK,10X22X75X21,PU207024RR1XY",0.00,1.00,0
G7272 333332 SH211656 SH219 HDG1330 SHHN257 SA-FIT-FL,Ningbo Sunshine Auto Parts Co,393-114,COMPENSADOR DELANTERO LH HONDA JAZZ/ FIT IMPORTS 2002-2005 (PLATINA STR),0.00,1.00,0
28164-27800,,800-352,5 PIN HYUNDAY KIA DIESEL 2005- 2.5 2.0 PORTER,0.00,1.00,0
0K63C-32-270A,,800-355,"ROT. CREMA. KIA K2700. 09-- 4X4, PREGIO. 01/06, D/H. CRKK-33, 18X14X274.5",0.00,2.00,0
